"No.","Time",                           "Source","Destination","Protocol","Length","Info"
"983","2025-01-12 20:57:24,835814","192.168.1.21","142.250.82.208","UDP","1069","55959  >  3478 Len=1027"
"984","2025-01-12 20:57:24,835826","192.168.1.21","142.250.82.208","UDP","1069","55959  >  3478 Len=1027"
"985","2025-01-12 20:57:24,835842","192.168.1.21","142.250.82.208","UDP","1070","55959  >  3478 Len=1028"
"986","2025-01-12 20:57:24,835980","192.168.1.21","142.250.82.208","UDP","1070","55959  >  3478 Len=1028"
"987","2025-01-12 20:57:24,838494","192.168.1.21","142.250.82.208","RTCP","118","Sender Report   "
"988","2025-01-12 20:57:24,853916","192.168.1.21","142.250.82.208","RTCP","106","Receiver Report   "
"989","2025-01-12 20:57:24,865312","142.250.82.208","192.168.1.21","RTCP","126","Application specific   subtype=13"
"990","2025-01-12 20:57:24,869860","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"991","2025-01-12 20:57:24,872920","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"992","2025-01-12 20:57:24,872981","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"993","2025-01-12 20:57:24,872995","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"994","2025-01-12 20:57:24,873006","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"995","2025-01-12 20:57:24,873025","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"996","2025-01-12 20:57:24,873038","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"997","2025-01-12 20:57:24,873051","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"998","2025-01-12 20:57:24,873063","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"999","2025-01-12 20:57:24,873074","192.168.1.21","142.250.82.208","UDP","1230","55959  >  3478 Len=1188"
"1000","2025-01-12 20:57:24,873120","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1001","2025-01-12 20:57:24,873133","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1002","2025-01-12 20:57:24,873143","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1003","2025-01-12 20:57:24,873159","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1004","2025-01-12 20:57:24,873168","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1005","2025-01-12 20:57:24,873187","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1006","2025-01-12 20:57:24,873211","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1007","2025-01-12 20:57:24,873220","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1008","2025-01-12 20:57:24,873236","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1009","2025-01-12 20:57:24,873248","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1010","2025-01-12 20:57:24,873266","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1011","2025-01-12 20:57:24,873282","192.168.1.21","142.250.82.208","UDP","1231","55959  >  3478 Len=1189"
"1012","2025-01-12 20:57:24,905351","192.168.1.21","142.250.82.208","UDP","1232","55959  >  3478 Len=1190"
"1013","2025-01-12 20:57:24,905461","192.168.1.21","142.250.82.208","UDP","1232","55959  >  3478 Len=1190"
"1014","2025-01-12 20:57:24,905476","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1015","2025-01-12 20:57:24,905489","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1016","2025-01-12 20:57:24,912503","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1017","2025-01-12 20:57:24,912872","192.168.1.21","142.250.82.208","UDP","1232","55959  >  3478 Len=1190"
"1018","2025-01-12 20:57:24,915317","142.250.82.208","192.168.1.21","RTCP","122","Application specific   subtype=13"
"1019","2025-01-12 20:57:24,919248","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1020","2025-01-12 20:57:24,919573","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1021","2025-01-12 20:57:24,919641","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1022","2025-01-12 20:57:24,919666","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1023","2025-01-12 20:57:24,919688","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1024","2025-01-12 20:57:24,919703","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1025","2025-01-12 20:57:24,931283","192.168.1.21","142.250.82.208","RTCP","118","Sender Report   "
"1026","2025-01-12 20:57:24,940077","192.168.1.21","142.250.82.208","UDP","1198","55959  >  3478 Len=1156"
"1027","2025-01-12 20:57:24,940164","192.168.1.21","142.250.82.208","UDP","1198","55959  >  3478 Len=1156"
"1028","2025-01-12 20:57:24,940180","192.168.1.21","142.250.82.208","UDP","1198","55959  >  3478 Len=1156"
"1029","2025-01-12 20:57:24,940193","192.168.1.21","142.250.82.208","UDP","1198","55959  >  3478 Len=1156"
"1030","2025-01-12 20:57:24,940217","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1031","2025-01-12 20:57:24,940230","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1032","2025-01-12 20:57:24,940379","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1033","2025-01-12 20:57:24,940463","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1034","2025-01-12 20:57:24,940489","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1035","2025-01-12 20:57:24,940520","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1036","2025-01-12 20:57:24,940545","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1037","2025-01-12 20:57:24,940571","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1038","2025-01-12 20:57:24,940592","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1039","2025-01-12 20:57:24,940620","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1040","2025-01-12 20:57:24,940639","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1041","2025-01-12 20:57:24,940657","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1042","2025-01-12 20:57:24,940682","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1043","2025-01-12 20:57:24,940712","192.168.1.21","142.250.82.208","UDP","1199","55959  >  3478 Len=1157"
"1044","2025-01-12 20:57:24,961900","142.250.82.212","192.168.1.21","UDP","160","3478  >  58101 Len=118"
"1045","2025-01-12 20:57:24,965296","142.250.82.208","192.168.1.21","RTCP","134","Application specific   subtype=13"
"1046","2025-01-12 20:57:24,974651","192.168.1.21","142.250.82.208","UDP","1253","55959  >  3478 Len=1211"
"1047","2025-01-12 20:57:24,974951","192.168.1.21","142.250.82.208","UDP","1254","55959  >  3478 Len=1212"
"1048","2025-01-12 20:57:24,975012","192.168.1.21","142.250.82.208","UDP","1254","55959  >  3478 Len=1212"
"1049","2025-01-12 20:57:24,975036","192.168.1.21","142.250.82.208","UDP","1254","55959  >  3478 Len=1212"
"1050","2025-01-12 20:57:24,975064","192.168.1.21","142.250.82.208","UDP","1254","55959  >  3478 Len=1212"
"1051","2025-01-12 20:57:24,975111","192.168.1.21","142.250.82.208","UDP","1254","55959  >  3478 Len=1212"
"1052","2025-01-12 20:57:24,979519","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1053","2025-01-12 20:57:24,979882","192.168.1.21","142.250.82.208","UDP","1200","55959  >  3478 Len=1158"
"1054","2025-01-12 20:57:24,981534","142.250.82.212","192.168.1.21","UDP","91","3478  >  58101 Len=49"
"1055","2025-01-12 20:57:24,994087","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"1056","2025-01-12 20:57:25,014680","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1057","2025-01-12 20:57:25,015494","192.168.1.21","142.250.82.208","UDP","1256","55959  >  3478 Len=1214"
"1058","2025-01-12 20:57:25,016219","192.168.1.21","142.250.82.208","UDP","1217","55959  >  3478 Len=1175"
"1059","2025-01-12 20:57:25,016475","192.168.1.21","142.250.82.208","UDP","1217","55959  >  3478 Len=1175"
"1060","2025-01-12 20:57:25,016534","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1061","2025-01-12 20:57:25,016565","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1062","2025-01-12 20:57:25,016601","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1063","2025-01-12 20:57:25,016649","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1064","2025-01-12 20:57:25,016691","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1065","2025-01-12 20:57:25,016720","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1066","2025-01-12 20:57:25,016748","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1067","2025-01-12 20:57:25,016791","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1068","2025-01-12 20:57:25,016829","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1069","2025-01-12 20:57:25,016872","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1070","2025-01-12 20:57:25,016920","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1071","2025-01-12 20:57:25,016962","192.168.1.21","142.250.82.208","UDP","1218","55959  >  3478 Len=1176"
"1072","2025-01-12 20:57:25,018636","142.250.82.208","192.168.1.21","RTCP","134","Application specific   subtype=13"
"1073","2025-01-12 20:57:25,028114","142.250.82.208","192.168.1.21","RTCP","234","Receiver Report   "
"1074","2025-01-12 20:57:25,028503","192.168.1.21","142.250.82.208","UDP","966","55959  >  3478 Len=924"
"1075","2025-01-12 20:57:25,028805","192.168.1.21","142.250.82.208","UDP","966","55959  >  3478 Len=924"
"1076","2025-01-12 20:57:25,040454","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1077","2025-01-12 20:57:25,040549","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1078","2025-01-12 20:57:25,040574","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1079","2025-01-12 20:57:25,040595","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1080","2025-01-12 20:57:25,040616","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1081","2025-01-12 20:57:25,040647","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1082","2025-01-12 20:57:25,040662","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1083","2025-01-12 20:57:25,040695","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1084","2025-01-12 20:57:25,040739","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1085","2025-01-12 20:57:25,040763","192.168.1.21","142.250.82.208","UDP","1181","55959  >  3478 Len=1139"
"1086","2025-01-12 20:57:25,040790","192.168.1.21","142.250.82.208","UDP","1181","55959  >  3478 Len=1139"
"1087","2025-01-12 20:57:25,066622","142.250.82.208","192.168.1.21","RTCP","122","Application specific   subtype=13"
"1088","2025-01-12 20:57:25,071904","192.168.1.21","142.250.82.208","UDP","1225","55959  >  3478 Len=1183"
"1089","2025-01-12 20:57:25,072000","192.168.1.21","142.250.82.208","UDP","1225","55959  >  3478 Len=1183"
"1090","2025-01-12 20:57:25,072019","192.168.1.21","142.250.82.208","UDP","1225","55959  >  3478 Len=1183"
"1091","2025-01-12 20:57:25,072125","192.168.1.21","142.250.82.208","UDP","1226","55959  >  3478 Len=1184"
"1092","2025-01-12 20:57:25,072177","192.168.1.21","142.250.82.208","UDP","1226","55959  >  3478 Len=1184"
"1093","2025-01-12 20:57:25,072195","192.168.1.21","142.250.82.208","UDP","1226","55959  >  3478 Len=1184"
"1094","2025-01-12 20:57:25,080320","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1095","2025-01-12 20:57:25,080729","192.168.1.21","142.250.82.208","UDP","1182","55959  >  3478 Len=1140"
"1096","2025-01-12 20:57:25,081219","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1097","2025-01-12 20:57:25,081438","192.168.1.21","142.250.82.208","UDP","1182","55959  >  3478 Len=1140"
"1098","2025-01-12 20:57:25,081792","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1099","2025-01-12 20:57:25,082074","192.168.1.21","142.250.82.208","UDP","1182","55959  >  3478 Len=1140"
"1100","2025-01-12 20:57:25,087907","192.168.1.21","142.250.82.208","RTCP","142","Sender Report   "
"1101","2025-01-12 20:57:25,106252","192.168.1.21","142.250.82.208","UDP","991","55959  >  3478 Len=949"
"1102","2025-01-12 20:57:25,106420","192.168.1.21","142.250.82.208","UDP","991","55959  >  3478 Len=949"
"1103","2025-01-12 20:57:25,106481","192.168.1.21","142.250.82.208","UDP","992","55959  >  3478 Len=950"
"1104","2025-01-12 20:57:25,106534","192.168.1.21","142.250.82.208","UDP","992","55959  >  3478 Len=950"
"1105","2025-01-12 20:57:25,111316","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1106","2025-01-12 20:57:25,111418","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1107","2025-01-12 20:57:25,111431","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1108","2025-01-12 20:57:25,111441","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1109","2025-01-12 20:57:25,111449","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1110","2025-01-12 20:57:25,111467","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1111","2025-01-12 20:57:25,111576","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1112","2025-01-12 20:57:25,111626","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1113","2025-01-12 20:57:25,111641","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1114","2025-01-12 20:57:25,111654","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1115","2025-01-12 20:57:25,111798","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1116","2025-01-12 20:57:25,111834","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1117","2025-01-12 20:57:25,111843","192.168.1.21","142.250.82.208","UDP","1233","55959  >  3478 Len=1191"
"1118","2025-01-12 20:57:25,111856","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1119","2025-01-12 20:57:25,111967","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1120","2025-01-12 20:57:25,111986","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1121","2025-01-12 20:57:25,112005","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1122","2025-01-12 20:57:25,112023","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1123","2025-01-12 20:57:25,112032","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1124","2025-01-12 20:57:25,112041","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1125","2025-01-12 20:57:25,112055","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1126","2025-01-12 20:57:25,112069","192.168.1.21","142.250.82.208","UDP","1234","55959  >  3478 Len=1192"
"1127","2025-01-12 20:57:25,117103","142.250.82.208","192.168.1.21","RTCP","130","Application specific   ( 9pzA ) subtype=13"
"1128","2025-01-12 20:57:25,143220","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1129","2025-01-12 20:57:25,143463","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1130","2025-01-12 20:57:25,143688","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1131","2025-01-12 20:57:25,143779","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1132","2025-01-12 20:57:25,143854","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1133","2025-01-12 20:57:25,143976","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1134","2025-01-12 20:57:25,144055","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1135","2025-01-12 20:57:25,144107","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1136","2025-01-12 20:57:25,144157","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1137","2025-01-12 20:57:25,144222","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1138","2025-01-12 20:57:25,144288","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1139","2025-01-12 20:57:25,144336","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"1140","2025-01-12 20:57:25,144496","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1141","2025-01-12 20:57:25,144612","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1142","2025-01-12 20:57:25,144643","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1143","2025-01-12 20:57:25,145009","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1144","2025-01-12 20:57:25,145119","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1145","2025-01-12 20:57:25,145143","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1146","2025-01-12 20:57:25,145165","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1147","2025-01-12 20:57:25,145194","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"1148","2025-01-12 20:57:25,148639","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1149","2025-01-12 20:57:25,148971","192.168.1.21","142.250.82.208","UDP","994","55959  >  3478 Len=952"
"1150","2025-01-12 20:57:25,165562","142.250.82.208","192.168.1.21","RTCP","138","Application specific   subtype=13"
"1151","2025-01-12 20:57:25,171528","192.168.1.21","142.250.82.212","UDP","159","58101  >  3478 Len=117"
"1152","2025-01-12 20:57:25,176304","192.168.1.21","142.250.82.208","UDP","1174","55959  >  3478 Len=1132"
"1153","2025-01-12 20:57:25,176452","192.168.1.21","142.250.82.208","UDP","1174","55959  >  3478 Len=1132"
"1154","2025-01-12 20:57:25,176468","192.168.1.21","142.250.82.208","UDP","1174","55959  >  3478 Len=1132"
"1155","2025-01-12 20:57:25,176484","192.168.1.21","142.250.82.208","UDP","1174","55959  >  3478 Len=1132"
"1156","2025-01-12 20:57:25,176494","192.168.1.21","142.250.82.208","UDP","1174","55959  >  3478 Len=1132"
"1157","2025-01-12 20:57:25,176508","192.168.1.21","142.250.82.208","UDP","1174","55959  >  3478 Len=1132"
"1158","2025-01-12 20:57:25,176529","192.168.1.21","142.250.82.208","UDP","1175","55959  >  3478 Len=1133"
"1159","2025-01-12 20:57:25,176538","192.168.1.21","142.250.82.208","UDP","1175","55959  >  3478 Len=1133"
"1160","2025-01-12 20:57:25,176552","192.168.1.21","142.250.82.208","UDP","1175","55959  >  3478 Len=1133"
"1161","2025-01-12 20:57:25,176569","192.168.1.21","142.250.82.208","UDP","1175","55959  >  3478 Len=1133"
"1162","2025-01-12 20:57:25,176585","192.168.1.21","142.250.82.208","UDP","1175","55959  >  3478 Len=1133"
"1163","2025-01-12 20:57:25,176601","192.168.1.21","142.250.82.208","UDP","1175","55959  >  3478 Len=1133"
"1164","2025-01-12 20:57:25,176614","192.168.1.21","142.250.82.208","UDP","1175","55959  >  3478 Len=1133"
"1165","2025-01-12 20:57:25,182283","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1166","2025-01-12 20:57:25,182494","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"1167","2025-01-12 20:57:25,182551","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"1168","2025-01-12 20:57:25,190835","192.168.1.21","142.250.82.212","UDP","164","58101  >  3478 Len=122"
"1169","2025-01-12 20:57:25,211631","192.168.1.21","142.250.82.208","RTCP","118","Sender Report   "
"1170","2025-01-12 20:57:25,211758","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1171","2025-01-12 20:57:25,211811","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1172","2025-01-12 20:57:25,211837","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1173","2025-01-12 20:57:25,211861","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1174","2025-01-12 20:57:25,211887","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1175","2025-01-12 20:57:25,211927","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1176","2025-01-12 20:57:25,211963","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1177","2025-01-12 20:57:25,211993","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1178","2025-01-12 20:57:25,212058","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1179","2025-01-12 20:57:25,212294","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1180","2025-01-12 20:57:25,212488","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1181","2025-01-12 20:57:25,212563","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1182","2025-01-12 20:57:25,212596","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1183","2025-01-12 20:57:25,212617","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1184","2025-01-12 20:57:25,212653","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"1185","2025-01-12 20:57:25,215003","142.250.82.212","192.168.1.21","RTCP","106","Application specific   subtype=13"
"1186","2025-01-12 20:57:25,215735","142.250.82.208","192.168.1.21","RTCP","130","Application specific   subtype=13"
"1187","2025-01-12 20:57:25,235336","142.250.82.212","192.168.1.21","UDP","147","3478  >  58101 Len=105"
"1188","2025-01-12 20:57:25,244217","192.168.1.21","142.250.82.208","UDP","529","55959  >  3478 Len=487"
"1189","2025-01-12 20:57:25,254308","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"1190","2025-01-12 20:57:25,254839","192.168.1.21","142.250.82.208","UDP","1225","55959  >  3478 Len=1183"
"1191","2025-01-12 20:57:25,254913","192.168.1.21","142.250.82.208","UDP","1225","55959  >  3478 Len=1183"
"1192","2025-01-12 20:57:25,259444","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"1193","2025-01-12 20:57:25,265377","142.250.82.212","192.168.1.21","RTCP","106","Application specific   subtype=13"
"1194","2025-01-12 20:57:25,266020","142.250.82.208","192.168.1.21","RTCP","138","Application specific   subtype=13"
"1195","2025-01-12 20:57:25,279285","192.168.1.21","142.250.82.208","UDP","839","55959  >  3478 Len=797"
"1196","2025-01-12 20:57:25,279722","192.168.1.21","142.250.82.208","UDP","839","55959  >  3478 Len=797"
"1197","2025-01-12 20:57:25,302105","142.250.82.212","192.168.1.21","UDP","87","3478  >  58101 Len=45"
"1198","2025-01-12 20:57:25,306694","192.168.1.21","142.250.82.208","RTCP","118","Sender Report   "
"1199","2025-01-12 20:57:25,311767","192.168.1.21","142.250.82.212","UDP","175","58101  >  3478 Len=133"
"1200","2025-01-12 20:57:25,316051","142.250.82.208","192.168.1.21","RTCP","110","Application specific   subtype=13"
"1201","2025-01-12 20:57:25,316504","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1202","2025-01-12 20:57:25,316607","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1203","2025-01-12 20:57:25,316665","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1204","2025-01-12 20:57:25,316702","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1205","2025-01-12 20:57:25,316726","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1206","2025-01-12 20:57:25,316768","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1207","2025-01-12 20:57:25,316808","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1208","2025-01-12 20:57:25,316838","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1209","2025-01-12 20:57:25,316874","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1210","2025-01-12 20:57:25,316910","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1211","2025-01-12 20:57:25,316933","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1212","2025-01-12 20:57:25,316959","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1213","2025-01-12 20:57:25,316992","192.168.1.21","142.250.82.208","UDP","1179","55959  >  3478 Len=1137"
"1214","2025-01-12 20:57:25,317026","192.168.1.21","142.250.82.208","UDP","1180","55959  >  3478 Len=1138"
"1215","2025-01-12 20:57:25,319493","192.168.1.21","142.250.82.208","UDP","862","55959  >  3478 Len=820"
"1216","2025-01-12 20:57:25,319612","192.168.1.21","142.250.82.208","UDP","862","55959  >  3478 Len=820"
"1217","2025-01-12 20:57:25,322252","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"1218","2025-01-12 20:57:25,330936","192.168.1.21","142.250.82.212","UDP","242","58101  >  3478 Len=200"
"1219","2025-01-12 20:57:25,351325","192.168.1.21","142.250.82.212","UDP","231","58101  >  3478 Len=189"
"1220","2025-01-12 20:57:25,353236","192.168.1.21","142.250.82.212","RTCP","90","Receiver Report   "
"1221","2025-01-12 20:57:25,353302","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"1222","2025-01-12 20:57:25,353320","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"1223","2025-01-12 20:57:25,353330","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"1224","2025-01-12 20:57:25,353350","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"1225","2025-01-12 20:57:25,353365","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
