"No.","Time",                           "Source","Destination","Protocol","Length","Info"
"6510","2025-01-12 20:57:39,955582","142.250.82.212","192.168.1.21","UDP","233","3478  >  58101 Len=191"
"6511","2025-01-12 20:57:39,968272","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6512","2025-01-12 20:57:39,968635","192.168.1.21","142.250.82.208","UDP","1219","55959  >  3478 Len=1177"
"6513","2025-01-12 20:57:39,971361","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6514","2025-01-12 20:57:39,971605","192.168.1.21","142.250.82.208","UDP","1220","55959  >  3478 Len=1178"
"6515","2025-01-12 20:57:39,971655","192.168.1.21","142.250.82.208","UDP","1220","55959  >  3478 Len=1178"
"6516","2025-01-12 20:57:39,975021","142.250.82.212","192.168.1.21","UDP","233","3478  >  58101 Len=191"
"6517","2025-01-12 20:57:39,981766","142.250.82.208","192.168.1.21","RTCP","154","Application specific   subtype=13"
"6518","2025-01-12 20:57:39,984368","192.168.1.21","142.250.82.208","UDP","1031","55959  >  3478 Len=989"
"6519","2025-01-12 20:57:39,984461","192.168.1.21","142.250.82.208","UDP","1032","55959  >  3478 Len=990"
"6520","2025-01-12 20:57:39,984481","192.168.1.21","142.250.82.208","UDP","1032","55959  >  3478 Len=990"
"6521","2025-01-12 20:57:40,009594","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"6522","2025-01-12 20:57:40,009859","192.168.1.21","142.250.82.208","RTCP","142","Sender Report   "
"6523","2025-01-12 20:57:40,028672","142.250.82.208","192.168.1.21","RTCP","234","Receiver Report   "
"6524","2025-01-12 20:57:40,031818","142.250.82.208","192.168.1.21","RTCP","114","Application specific   subtype=13"
"6525","2025-01-12 20:57:40,032194","192.168.1.21","142.250.82.212","UDP","171","58101  >  3478 Len=129"
"6526","2025-01-12 20:57:40,034549","192.168.1.21","142.250.82.208","RTCP","142","Sender Report   "
"6527","2025-01-12 20:57:40,034701","192.168.1.21","142.250.82.208","UDP","1194","55959  >  3478 Len=1152"
"6528","2025-01-12 20:57:40,034754","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6529","2025-01-12 20:57:40,034785","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6530","2025-01-12 20:57:40,034819","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6531","2025-01-12 20:57:40,034867","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6532","2025-01-12 20:57:40,034908","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6533","2025-01-12 20:57:40,034934","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6534","2025-01-12 20:57:40,034970","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6535","2025-01-12 20:57:40,035009","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6536","2025-01-12 20:57:40,035032","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6537","2025-01-12 20:57:40,035068","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6538","2025-01-12 20:57:40,035092","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6539","2025-01-12 20:57:40,035116","192.168.1.21","142.250.82.208","UDP","1195","55959  >  3478 Len=1153"
"6540","2025-01-12 20:57:40,042078","142.250.82.212","192.168.1.21","UDP","236","3478  >  58101 Len=194"
"6541","2025-01-12 20:57:40,042078","142.250.82.212","192.168.1.21","UDP","254","3478  >  58101 Len=212"
"6542","2025-01-12 20:57:40,042167","142.250.82.212","192.168.1.21","UDP","239","3478  >  58101 Len=197"
"6543","2025-01-12 20:57:40,042541","192.168.1.21","142.250.82.212","RTCP","130","Receiver Report   "
"6544","2025-01-12 20:57:40,051041","192.168.1.21","142.250.82.212","UDP","176","58101  >  3478 Len=134"
"6545","2025-01-12 20:57:40,055373","142.250.82.212","192.168.1.21","UDP","230","3478  >  58101 Len=188"
"6546","2025-01-12 20:57:40,058669","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"6547","2025-01-12 20:57:40,058771","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"6548","2025-01-12 20:57:40,058809","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"6549","2025-01-12 20:57:40,058831","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"6550","2025-01-12 20:57:40,058845","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6551","2025-01-12 20:57:40,058871","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6552","2025-01-12 20:57:40,058894","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6553","2025-01-12 20:57:40,058919","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6554","2025-01-12 20:57:40,058938","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6555","2025-01-12 20:57:40,058972","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6556","2025-01-12 20:57:40,058991","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6557","2025-01-12 20:57:40,059020","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6558","2025-01-12 20:57:40,059057","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6559","2025-01-12 20:57:40,059078","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6560","2025-01-12 20:57:40,071859","192.168.1.21","142.250.82.212","UDP","90","58101  >  3478 Len=48"
"6561","2025-01-12 20:57:40,076704","142.250.82.212","192.168.1.21","UDP","230","3478  >  58101 Len=188"
"6562","2025-01-12 20:57:40,082055","142.250.82.212","192.168.1.21","RTCP","106","Application specific   subtype=13"
"6563","2025-01-12 20:57:40,082452","142.250.82.208","192.168.1.21","RTCP","118","Application specific   ( xo,k ) subtype=13"
"6564","2025-01-12 20:57:40,088471","192.168.1.21","142.250.82.208","UDP","1005","55959  >  3478 Len=963"
"6565","2025-01-12 20:57:40,088614","192.168.1.21","142.250.82.208","UDP","1006","55959  >  3478 Len=964"
"6566","2025-01-12 20:57:40,096977","142.250.82.212","192.168.1.21","UDP","233","3478  >  58101 Len=191"
"6567","2025-01-12 20:57:40,100818","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6568","2025-01-12 20:57:40,101175","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"6569","2025-01-12 20:57:40,101262","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"6570","2025-01-12 20:57:40,102583","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6571","2025-01-12 20:57:40,102583","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6572","2025-01-12 20:57:40,102987","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"6573","2025-01-12 20:57:40,103023","192.168.1.21","142.250.82.208","UDP","1252","55959  >  3478 Len=1210"
"6574","2025-01-12 20:57:40,127565","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6575","2025-01-12 20:57:40,127700","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6576","2025-01-12 20:57:40,127750","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6577","2025-01-12 20:57:40,127780","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6578","2025-01-12 20:57:40,127805","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6579","2025-01-12 20:57:40,127843","192.168.1.21","142.250.82.208","UDP","1224","55959  >  3478 Len=1182"
"6580","2025-01-12 20:57:40,127878","192.168.1.21","142.250.82.208","UDP","1224","55959  >  3478 Len=1182"
"6581","2025-01-12 20:57:40,127903","192.168.1.21","142.250.82.208","UDP","1224","55959  >  3478 Len=1182"
"6582","2025-01-12 20:57:40,133535","142.250.82.208","192.168.1.21","RTCP","130","Application specific   subtype=13"
"6583","2025-01-12 20:57:40,133740","142.250.82.212","192.168.1.21","RTCP","106","Application specific   subtype=13"
"6584","2025-01-12 20:57:40,134247","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"6585","2025-01-12 20:57:40,136214","192.168.1.21","142.250.82.208","UDP","1220","55959  >  3478 Len=1178"
"6586","2025-01-12 20:57:40,136258","192.168.1.21","142.250.82.208","UDP","1220","55959  >  3478 Len=1178"
"6587","2025-01-12 20:57:40,136269","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6588","2025-01-12 20:57:40,136281","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6589","2025-01-12 20:57:40,136302","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6590","2025-01-12 20:57:40,136316","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6591","2025-01-12 20:57:40,136331","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6592","2025-01-12 20:57:40,136349","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6593","2025-01-12 20:57:40,136362","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6594","2025-01-12 20:57:40,136377","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6595","2025-01-12 20:57:40,136389","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6596","2025-01-12 20:57:40,136406","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6597","2025-01-12 20:57:40,136423","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6598","2025-01-12 20:57:40,136432","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6599","2025-01-12 20:57:40,136443","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6600","2025-01-12 20:57:40,136729","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6601","2025-01-12 20:57:40,136876","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6602","2025-01-12 20:57:40,136909","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6603","2025-01-12 20:57:40,136933","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6604","2025-01-12 20:57:40,136962","192.168.1.21","142.250.82.208","UDP","1221","55959  >  3478 Len=1179"
"6605","2025-01-12 20:57:40,146326","142.250.82.212","192.168.1.21","UDP","232","3478  >  58101 Len=190"
"6606","2025-01-12 20:57:40,146326","142.250.82.212","192.168.1.21","UDP","91","3478  >  58101 Len=49"
"6607","2025-01-12 20:57:40,155519","192.168.1.21","172.217.20.78","UDP","1285","50272  >  443 Len=1243"
"6608","2025-01-12 20:57:40,155719","192.168.1.21","172.217.20.78","UDP","223","50272  >  443 Len=181"
"6609","2025-01-12 20:57:40,158863","192.168.1.21","142.250.82.208","RTCP","118","Sender Report   "
"6610","2025-01-12 20:57:40,158937","192.168.1.21","142.250.82.208","UDP","1033","55959  >  3478 Len=991"
"6611","2025-01-12 20:57:40,158952","192.168.1.21","142.250.82.208","UDP","1034","55959  >  3478 Len=992"
"6612","2025-01-12 20:57:40,158963","192.168.1.21","142.250.82.208","UDP","1034","55959  >  3478 Len=992"
"6613","2025-01-12 20:57:40,158972","192.168.1.21","142.250.82.208","UDP","1034","55959  >  3478 Len=992"
"6614","2025-01-12 20:57:40,176114","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6615","2025-01-12 20:57:40,176380","192.168.1.21","142.250.82.208","UDP","1222","55959  >  3478 Len=1180"
"6616","2025-01-12 20:57:40,178135","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6617","2025-01-12 20:57:40,178877","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6618","2025-01-12 20:57:40,178957","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6619","2025-01-12 20:57:40,178987","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6620","2025-01-12 20:57:40,179099","192.168.1.21","142.250.82.208","UDP","1223","55959  >  3478 Len=1181"
"6621","2025-01-12 20:57:40,180948","192.168.1.21","142.250.82.212","DTLSv1.2","219","Application Data"
"6622","2025-01-12 20:57:40,181000","192.168.1.21","142.250.82.212","DTLSv1.2","219","Application Data"
"6623","2025-01-12 20:57:40,181593","142.250.82.208","192.168.1.21","RTCP","138","Application specific   subtype=13"
"6624","2025-01-12 20:57:40,184590","172.217.20.78","192.168.1.21","UDP","75","443  >  50272 Len=33"
"6625","2025-01-12 20:57:40,190156","192.168.1.21","172.217.20.78","UDP","75","50272  >  443 Len=33"
"6626","2025-01-12 20:57:40,192696","192.168.1.21","142.250.82.208","UDP","1128","55959  >  3478 Len=1086"
"6627","2025-01-12 20:57:40,192784","192.168.1.21","142.250.82.208","UDP","1129","55959  >  3478 Len=1087"
"6628","2025-01-12 20:57:40,197377","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"6629","2025-01-12 20:57:40,199025","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6630","2025-01-12 20:57:40,199334","192.168.1.21","142.250.82.208","UDP","1036","55959  >  3478 Len=994"
"6631","2025-01-12 20:57:40,199395","192.168.1.21","142.250.82.208","UDP","1036","55959  >  3478 Len=994"
"6632","2025-01-12 20:57:40,222274","142.250.82.212","192.168.1.21","DTLSv1.2","107","Application Data"
"6633","2025-01-12 20:57:40,222274","142.250.82.212","192.168.1.21","DTLSv1.2","343","Application Data"
"6634","2025-01-12 20:57:40,224450","192.168.1.21","142.250.82.208","UDP","1239","55959  >  3478 Len=1197"
"6635","2025-01-12 20:57:40,224529","192.168.1.21","142.250.82.208","UDP","1239","55959  >  3478 Len=1197"
"6636","2025-01-12 20:57:40,224543","192.168.1.21","142.250.82.208","UDP","1240","55959  >  3478 Len=1198"
"6637","2025-01-12 20:57:40,224795","142.250.82.212","192.168.1.21","DTLSv1.2","483","Application Data"
"6638","2025-01-12 20:57:40,224988","192.168.1.21","142.250.82.212","DTLSv1.2","107","Application Data"
"6639","2025-01-12 20:57:40,232157","142.250.82.208","192.168.1.21","RTCP","126","Application specific   subtype=13"
"6640","2025-01-12 20:57:40,263799","192.168.1.21","142.250.82.208","UDP","1237","55959  >  3478 Len=1195"
"6641","2025-01-12 20:57:40,263976","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6642","2025-01-12 20:57:40,264047","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6643","2025-01-12 20:57:40,264067","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6644","2025-01-12 20:57:40,264084","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6645","2025-01-12 20:57:40,264114","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6646","2025-01-12 20:57:40,264136","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6647","2025-01-12 20:57:40,264161","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6648","2025-01-12 20:57:40,264184","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6649","2025-01-12 20:57:40,264381","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6650","2025-01-12 20:57:40,264522","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6651","2025-01-12 20:57:40,264640","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6652","2025-01-12 20:57:40,264733","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6653","2025-01-12 20:57:40,264796","142.250.82.212","192.168.1.21","UDP","87","3478  >  58101 Len=45"
"6654","2025-01-12 20:57:40,264796","142.250.82.212","192.168.1.21","UDP","181","3478  >  58101 Len=139"
"6655","2025-01-12 20:57:40,264832","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6656","2025-01-12 20:57:40,264923","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6657","2025-01-12 20:57:40,265289","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6658","2025-01-12 20:57:40,265446","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6659","2025-01-12 20:57:40,265518","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6660","2025-01-12 20:57:40,265898","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6661","2025-01-12 20:57:40,266022","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6662","2025-01-12 20:57:40,266049","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6663","2025-01-12 20:57:40,266144","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6664","2025-01-12 20:57:40,266190","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6665","2025-01-12 20:57:40,266217","192.168.1.21","142.250.82.208","UDP","1238","55959  >  3478 Len=1196"
"6666","2025-01-12 20:57:40,284455","142.250.82.208","192.168.1.21","RTCP","110","Application specific   subtype=13"
"6667","2025-01-12 20:57:40,290428","192.168.1.21","142.250.82.208","RTCP","118","Sender Report   "
"6668","2025-01-12 20:57:40,306900","192.168.1.21","142.250.82.208","UDP","1246","55959  >  3478 Len=1204"
"6669","2025-01-12 20:57:40,306981","192.168.1.21","142.250.82.208","UDP","1246","55959  >  3478 Len=1204"
"6670","2025-01-12 20:57:40,307006","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6671","2025-01-12 20:57:40,307020","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6672","2025-01-12 20:57:40,307030","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6673","2025-01-12 20:57:40,307042","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6674","2025-01-12 20:57:40,307067","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6675","2025-01-12 20:57:40,307076","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6676","2025-01-12 20:57:40,307089","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6677","2025-01-12 20:57:40,307102","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6678","2025-01-12 20:57:40,307111","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6679","2025-01-12 20:57:40,307130","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6680","2025-01-12 20:57:40,307318","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6681","2025-01-12 20:57:40,307361","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6682","2025-01-12 20:57:40,307371","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6683","2025-01-12 20:57:40,307384","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6684","2025-01-12 20:57:40,307562","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6685","2025-01-12 20:57:40,307600","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6686","2025-01-12 20:57:40,307610","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6687","2025-01-12 20:57:40,307621","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6688","2025-01-12 20:57:40,307635","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6689","2025-01-12 20:57:40,307643","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6690","2025-01-12 20:57:40,307654","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6691","2025-01-12 20:57:40,307760","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6692","2025-01-12 20:57:40,307871","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6693","2025-01-12 20:57:40,307890","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6694","2025-01-12 20:57:40,307898","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6695","2025-01-12 20:57:40,307905","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6696","2025-01-12 20:57:40,307917","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6697","2025-01-12 20:57:40,307926","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6698","2025-01-12 20:57:40,321607","192.168.1.21","142.250.82.212","UDP","86","58101  >  3478 Len=44"
"6699","2025-01-12 20:57:40,332084","192.168.1.21","142.250.82.212","RTCP","118","Sender Report   Payload-specific Feedback   Unknown  [Malformed Packet]"
"6700","2025-01-12 20:57:40,332273","142.250.82.208","192.168.1.21","RTCP","130","Application specific   subtype=13"
"6701","2025-01-12 20:57:40,347230","172.217.20.78","192.168.1.21","UDP","641","443  >  50272 Len=599"
"6702","2025-01-12 20:57:40,347383","172.217.20.78","192.168.1.21","UDP","66","443  >  50272 Len=24"
"6703","2025-01-12 20:57:40,349170","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6704","2025-01-12 20:57:40,349352","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6705","2025-01-12 20:57:40,349386","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6706","2025-01-12 20:57:40,349404","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6707","2025-01-12 20:57:40,349420","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6708","2025-01-12 20:57:40,349455","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6709","2025-01-12 20:57:40,349486","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6710","2025-01-12 20:57:40,349504","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6711","2025-01-12 20:57:40,349532","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6712","2025-01-12 20:57:40,349589","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6713","2025-01-12 20:57:40,349609","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6714","2025-01-12 20:57:40,349651","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6715","2025-01-12 20:57:40,349682","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6716","2025-01-12 20:57:40,349703","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6717","2025-01-12 20:57:40,349753","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6718","2025-01-12 20:57:40,349800","192.168.1.21","142.250.82.208","UDP","1250","55959  >  3478 Len=1208"
"6719","2025-01-12 20:57:40,349822","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6720","2025-01-12 20:57:40,349856","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6721","2025-01-12 20:57:40,349889","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6722","2025-01-12 20:57:40,349914","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6723","2025-01-12 20:57:40,349976","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6724","2025-01-12 20:57:40,350023","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6725","2025-01-12 20:57:40,350060","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6726","2025-01-12 20:57:40,350101","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6727","2025-01-12 20:57:40,350142","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6728","2025-01-12 20:57:40,350218","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6729","2025-01-12 20:57:40,350262","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6730","2025-01-12 20:57:40,350296","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6731","2025-01-12 20:57:40,350324","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6732","2025-01-12 20:57:40,350358","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6733","2025-01-12 20:57:40,352355","192.168.1.21","172.217.20.78","UDP","75","50272  >  443 Len=33"
"6734","2025-01-12 20:57:40,354617","142.250.82.208","192.168.1.21","UDP","78","3478  >  55959 Len=36"
"6735","2025-01-12 20:57:40,383209","142.250.82.208","192.168.1.21","RTCP","142","Application specific   subtype=13"
"6736","2025-01-12 20:57:40,398618","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"6737","2025-01-12 20:57:40,398764","192.168.1.21","142.250.82.208","UDP","1249","55959  >  3478 Len=1207"
"6738","2025-01-12 20:57:40,398824","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6739","2025-01-12 20:57:40,398872","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6740","2025-01-12 20:57:40,398910","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6741","2025-01-12 20:57:40,398955","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6742","2025-01-12 20:57:40,398996","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6743","2025-01-12 20:57:40,399033","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6744","2025-01-12 20:57:40,399128","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6745","2025-01-12 20:57:40,399199","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6746","2025-01-12 20:57:40,399216","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6747","2025-01-12 20:57:40,399228","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6748","2025-01-12 20:57:40,399241","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6749","2025-01-12 20:57:40,399253","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6750","2025-01-12 20:57:40,399274","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
"6751","2025-01-12 20:57:40,399294","192.168.1.21","142.250.82.208","UDP","1251","55959  >  3478 Len=1209"
"6752","2025-01-12 20:57:40,399309","192.168.1.21","142.250.82.208","UDP","1247","55959  >  3478 Len=1205"
