No.,Time,Source,Destination,Protocol,Length,Info,Label
2799,"2025-01-12 20:57:31,650314",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2800,"2025-01-12 20:57:31,651694",192.168.1.21,142.250.82.212,UDP,225,58101  >  3478 Len=183,0
2801,"2025-01-12 20:57:31,662946",142.250.82.212,192.168.1.21,UDP,174,3478  >  58101 Len=132,0
2802,"2025-01-12 20:57:31,663021",192.168.1.21,142.250.82.208,UDP,871,55959  >  3478 Len=829,0
2803,"2025-01-12 20:57:31,663271",192.168.1.21,142.250.82.208,UDP,872,55959  >  3478 Len=830,0
2804,"2025-01-12 20:57:31,665715",192.168.1.21,142.250.82.212,RTCP,90,Receiver Report   ,0
2805,"2025-01-12 20:57:31,671809",192.168.1.21,142.250.82.212,UDP,230,58101  >  3478 Len=188,0
2806,"2025-01-12 20:57:31,672450",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2807,"2025-01-12 20:57:31,672450",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2808,"2025-01-12 20:57:31,683767",142.250.82.212,192.168.1.21,UDP,162,3478  >  58101 Len=120,0
2809,"2025-01-12 20:57:31,691352",192.168.1.21,142.250.82.212,UDP,226,58101  >  3478 Len=184,0
2810,"2025-01-12 20:57:31,703978",142.250.82.212,192.168.1.21,UDP,157,3478  >  58101 Len=115,0
2811,"2025-01-12 20:57:31,710942",192.168.1.21,142.250.82.212,UDP,222,58101  >  3478 Len=180,0
2812,"2025-01-12 20:57:31,711872",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2813,"2025-01-12 20:57:31,716251",142.250.82.212,192.168.1.21,RTCP,258,Sender Report   ,0
2814,"2025-01-12 20:57:31,721943",142.250.82.212,192.168.1.21,UDP,157,3478  >  58101 Len=115,0
2815,"2025-01-12 20:57:31,722313",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2816,"2025-01-12 20:57:31,723308",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2817,"2025-01-12 20:57:31,732516",192.168.1.21,142.250.82.212,UDP,225,58101  >  3478 Len=183,0
2818,"2025-01-12 20:57:31,735524",192.168.1.21,142.250.82.208,UDP,1239,55959  >  3478 Len=1197,1
2819,"2025-01-12 20:57:31,735610",192.168.1.21,142.250.82.208,UDP,1239,55959  >  3478 Len=1197,1
2820,"2025-01-12 20:57:31,735623",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198,1
2821,"2025-01-12 20:57:31,735634",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198,1
2822,"2025-01-12 20:57:31,735644",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198,1
2823,"2025-01-12 20:57:31,735660",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198,1
2824,"2025-01-12 20:57:31,740135",192.168.1.21,142.250.82.208,UDP,799,55959  >  3478 Len=757,0
2825,"2025-01-12 20:57:31,740298",192.168.1.21,142.250.82.208,UDP,800,55959  >  3478 Len=758,0
2826,"2025-01-12 20:57:31,742803",142.250.82.212,192.168.1.21,UDP,156,3478  >  58101 Len=114,0
2827,"2025-01-12 20:57:31,751166",192.168.1.21,142.250.82.212,UDP,230,58101  >  3478 Len=188,0
2828,"2025-01-12 20:57:31,763161",192.168.1.10,224.0.0.251,MDNS,127,"Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question",0
2829,"2025-01-12 20:57:31,764233",192.168.1.21,142.250.82.208,UDP,1179,55959  >  3478 Len=1137,1
2830,"2025-01-12 20:57:31,764298",192.168.1.21,142.250.82.208,UDP,1179,55959  >  3478 Len=1137,1
2831,"2025-01-12 20:57:31,765914",142.250.82.212,192.168.1.21,UDP,156,3478  >  58101 Len=114,0
2832,"2025-01-12 20:57:31,771460",192.168.1.21,142.250.82.212,UDP,230,58101  >  3478 Len=188,0
2833,"2025-01-12 20:57:31,772598",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2834,"2025-01-12 20:57:31,776299",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2835,"2025-01-12 20:57:31,783107",142.250.82.212,192.168.1.21,UDP,161,3478  >  58101 Len=119,0
2836,"2025-01-12 20:57:31,791049",192.168.1.21,142.250.82.212,UDP,226,58101  >  3478 Len=184,0
2837,"2025-01-12 20:57:31,797654",192.168.1.21,142.250.82.208,UDP,702,55959  >  3478 Len=660,0
2838,"2025-01-12 20:57:31,797738",192.168.1.21,142.250.82.208,UDP,703,55959  >  3478 Len=661,0
2839,"2025-01-12 20:57:31,802501",142.250.82.212,192.168.1.21,UDP,162,3478  >  58101 Len=120,0
2840,"2025-01-12 20:57:31,810867",192.168.1.21,142.250.82.212,UDP,224,58101  >  3478 Len=182,0
2841,"2025-01-12 20:57:31,821602",192.168.1.21,142.250.82.212,RTCP,114,Receiver Report   ,0
2842,"2025-01-12 20:57:31,822101",142.250.82.212,192.168.1.21,UDP,160,3478  >  58101 Len=118,0
2843,"2025-01-12 20:57:31,822101",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2844,"2025-01-12 20:57:31,822616",142.250.82.208,192.168.1.21,RTCP,114,Application specific   subtype=13Extended report (RFC 3611)   ,0
2845,"2025-01-12 20:57:31,831772",192.168.1.21,142.250.82.212,UDP,226,58101  >  3478 Len=184,0
2846,"2025-01-12 20:57:31,835141",192.168.1.21,142.250.82.208,UDP,1136,55959  >  3478 Len=1094,1
2847,"2025-01-12 20:57:31,835236",192.168.1.21,142.250.82.208,UDP,1137,55959  >  3478 Len=1095,1
2848,"2025-01-12 20:57:31,837339",192.168.1.21,142.250.82.208,STUN,166,Binding Request user: x4lTzAmKSIcltAoKAAiKYigCIAMQ:pzEc,0
2849,"2025-01-12 20:57:31,837447",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2850,"2025-01-12 20:57:31,843610",142.250.82.212,192.168.1.21,UDP,170,3478  >  58101 Len=128,0
2851,"2025-01-12 20:57:31,850921",192.168.1.21,142.250.82.212,UDP,160,58101  >  3478 Len=118,0
2852,"2025-01-12 20:57:31,863807",142.250.82.212,192.168.1.21,UDP,184,3478  >  58101 Len=142,0
2853,"2025-01-12 20:57:31,868716",192.168.1.21,142.250.82.208,UDP,695,55959  >  3478 Len=653,0
2854,"2025-01-12 20:57:31,868806",192.168.1.21,142.250.82.208,UDP,696,55959  >  3478 Len=654,0
2855,"2025-01-12 20:57:31,871534",192.168.1.21,142.250.82.212,UDP,195,58101  >  3478 Len=153,0
2856,"2025-01-12 20:57:31,872545",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2857,"2025-01-12 20:57:31,872545",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2858,"2025-01-12 20:57:31,876345",142.250.82.208,192.168.1.21,STUN,106,Binding Success Response XOR-MAPPED-ADDRESS: 46.2.109.6:47282,0
2859,"2025-01-12 20:57:31,882558",142.250.82.212,192.168.1.21,UDP,190,3478  >  58101 Len=148,0
2860,"2025-01-12 20:57:31,891043",192.168.1.21,142.250.82.212,UDP,289,58101  >  3478 Len=247,0
2861,"2025-01-12 20:57:31,900516",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2862,"2025-01-12 20:57:31,900789",192.168.1.21,142.250.82.208,RTCP,118,Sender Report   ,0
2863,"2025-01-12 20:57:31,903573",142.250.82.212,192.168.1.21,UDP,179,3478  >  58101 Len=137,0
2864,"2025-01-12 20:57:31,903661",192.168.1.21,142.250.82.208,UDP,1074,55959  >  3478 Len=1032,1
2865,"2025-01-12 20:57:31,904146",192.168.1.21,142.250.82.208,UDP,1074,55959  >  3478 Len=1032,1
2866,"2025-01-12 20:57:31,911409",192.168.1.21,142.250.82.212,UDP,277,58101  >  3478 Len=235,0
2867,"2025-01-12 20:57:31,922629",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13Payload-specific Feedback   Unknown  [Malformed Packet],0
2868,"2025-01-12 20:57:31,922629",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2869,"2025-01-12 20:57:31,922629",142.250.82.212,192.168.1.21,UDP,165,3478  >  58101 Len=123,0
2870,"2025-01-12 20:57:31,932425",192.168.1.21,142.250.82.212,UDP,287,58101  >  3478 Len=245,0
2871,"2025-01-12 20:57:31,946287",142.250.82.212,192.168.1.21,UDP,169,3478  >  58101 Len=127,0
2872,"2025-01-12 20:57:31,946664",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2873,"2025-01-12 20:57:31,946797",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2874,"2025-01-12 20:57:31,946862",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2875,"2025-01-12 20:57:31,946936",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2876,"2025-01-12 20:57:31,946994",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2877,"2025-01-12 20:57:31,947081",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2878,"2025-01-12 20:57:31,947176",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2879,"2025-01-12 20:57:31,947231",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2880,"2025-01-12 20:57:31,947320",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2881,"2025-01-12 20:57:31,947398",192.168.1.21,142.250.82.208,UDP,1142,55959  >  3478 Len=1100,1
2882,"2025-01-12 20:57:31,953910",192.168.1.21,142.250.82.212,UDP,312,58101  >  3478 Len=270,0
2883,"2025-01-12 20:57:31,954754",192.168.1.21,142.250.82.208,UDP,1105,55959  >  3478 Len=1063,1
2884,"2025-01-12 20:57:31,956724",142.250.82.212,192.168.1.21,UDP,150,3478  >  58101 Len=108,0
2885,"2025-01-12 20:57:31,962545",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2886,"2025-01-12 20:57:31,964383",142.250.82.212,192.168.1.21,UDP,171,3478  >  58101 Len=129,0
2887,"2025-01-12 20:57:31,972921",192.168.1.21,142.250.82.212,UDP,308,58101  >  3478 Len=266,0
2888,"2025-01-12 20:57:31,973511",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13Payload-specific Feedback   Unknown  [Malformed Packet],0
2889,"2025-01-12 20:57:31,973697",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2890,"2025-01-12 20:57:31,974702",192.168.1.21,142.250.82.208,UDP,901,55959  >  3478 Len=859,0
2891,"2025-01-12 20:57:31,974812",192.168.1.21,142.250.82.208,UDP,902,55959  >  3478 Len=860,0
2892,"2025-01-12 20:57:31,977884",142.250.82.212,192.168.1.21,UDP,87,3478  >  58101 Len=45,0
2893,"2025-01-12 20:57:31,982943",142.250.82.212,192.168.1.21,UDP,168,3478  >  58101 Len=126,0
2894,"2025-01-12 20:57:31,986206",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36,0
2895,"2025-01-12 20:57:31,986593",192.168.1.21,142.250.82.208,UDP,1144,55959  >  3478 Len=1102,1
2896,"2025-01-12 20:57:31,990199",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36,0
2897,"2025-01-12 20:57:31,990662",192.168.1.21,142.250.82.208,UDP,1144,55959  >  3478 Len=1102,1
2898,"2025-01-12 20:57:31,991066",192.168.1.21,142.250.82.212,UDP,292,58101  >  3478 Len=250,0
2899,"2025-01-12 20:57:31,993966",192.168.1.21,142.250.82.212,RTCP,90,Receiver Report   ,0
2900,"2025-01-12 20:57:32,005575",142.250.82.212,192.168.1.21,UDP,180,3478  >  58101 Len=138,0
2901,"2025-01-12 20:57:32,013015",192.168.1.21,142.250.82.208,UDP,1119,55959  >  3478 Len=1077,1
2902,"2025-01-12 20:57:32,013674",192.168.1.21,142.250.82.212,UDP,276,58101  >  3478 Len=234,0
2903,"2025-01-12 20:57:32,022715",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2904,"2025-01-12 20:57:32,022715",142.250.82.208,192.168.1.21,RTCP,122,Application specific   subtype=13Generic RTP Feedback   [Malformed Packet],0
2905,"2025-01-12 20:57:32,022828",142.250.82.212,192.168.1.21,UDP,178,3478  >  58101 Len=136,0
2906,"2025-01-12 20:57:32,025125",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2907,"2025-01-12 20:57:32,027610",142.250.82.208,192.168.1.21,RTCP,234,Receiver Report   ,0
2908,"2025-01-12 20:57:32,030871",192.168.1.21,142.250.82.212,UDP,267,58101  >  3478 Len=225,0
2909,"2025-01-12 20:57:32,040658",192.168.1.21,142.250.82.212,RTCP,90,Receiver Report   ,0
2910,"2025-01-12 20:57:32,042494",192.168.1.21,142.250.82.208,UDP,905,55959  >  3478 Len=863,0
2911,"2025-01-12 20:57:32,042559",192.168.1.21,142.250.82.208,UDP,906,55959  >  3478 Len=864,0
2912,"2025-01-12 20:57:32,044196",142.250.82.212,192.168.1.21,UDP,172,3478  >  58101 Len=130,0
2913,"2025-01-12 20:57:32,051219",192.168.1.21,142.250.82.212,UDP,273,58101  >  3478 Len=231,0
2914,"2025-01-12 20:57:32,063036",142.250.82.212,192.168.1.21,UDP,175,3478  >  58101 Len=133,0
2915,"2025-01-12 20:57:32,071503",192.168.1.21,142.250.82.212,UDP,261,58101  >  3478 Len=219,0
2916,"2025-01-12 20:57:32,071705",192.168.1.21,142.250.82.208,RTCP,106,Receiver Report   ,0
2917,"2025-01-12 20:57:32,073294",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2918,"2025-01-12 20:57:32,073294",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2919,"2025-01-12 20:57:32,076567",192.168.1.21,142.250.82.208,UDP,799,55959  >  3478 Len=757,0
2920,"2025-01-12 20:57:32,081278",142.250.82.212,192.168.1.21,UDP,189,3478  >  58101 Len=147,0
2921,"2025-01-12 20:57:32,087762",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2922,"2025-01-12 20:57:32,091162",192.168.1.21,142.250.82.212,UDP,252,58101  >  3478 Len=210,0
2923,"2025-01-12 20:57:32,103377",192.168.1.21,142.250.82.208,RTCP,142,Sender Report   ,0
2924,"2025-01-12 20:57:32,104739",142.250.82.212,192.168.1.21,UDP,177,3478  >  58101 Len=135,0
2925,"2025-01-12 20:57:32,112099",192.168.1.21,142.250.82.212,UDP,247,58101  >  3478 Len=205,0
2926,"2025-01-12 20:57:32,113721",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210,1
2927,"2025-01-12 20:57:32,113812",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210,1
2928,"2025-01-12 20:57:32,113845",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210,1
2929,"2025-01-12 20:57:32,113881",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210,1
2930,"2025-01-12 20:57:32,113907",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210,1
2931,"2025-01-12 20:57:32,113967",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2932,"2025-01-12 20:57:32,114005",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2933,"2025-01-12 20:57:32,114031",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2934,"2025-01-12 20:57:32,114072",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2935,"2025-01-12 20:57:32,114108",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2936,"2025-01-12 20:57:32,114133",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2937,"2025-01-12 20:57:32,114166",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2938,"2025-01-12 20:57:32,114241",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2939,"2025-01-12 20:57:32,114281",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211,1
2940,"2025-01-12 20:57:32,118432",192.168.1.21,142.250.82.208,UDP,927,55959  >  3478 Len=885,0
2941,"2025-01-12 20:57:32,118532",192.168.1.21,142.250.82.208,UDP,928,55959  >  3478 Len=886,0
2942,"2025-01-12 20:57:32,121960",142.250.82.212,192.168.1.21,UDP,172,3478  >  58101 Len=130,0
2943,"2025-01-12 20:57:32,122879",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2944,"2025-01-12 20:57:32,122879",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2945,"2025-01-12 20:57:32,131358",192.168.1.21,142.250.82.212,UDP,236,58101  >  3478 Len=194,0
2946,"2025-01-12 20:57:32,142772",192.168.1.21,142.250.82.208,UDP,809,55959  >  3478 Len=767,0
2947,"2025-01-12 20:57:32,143887",142.250.82.212,192.168.1.21,UDP,187,3478  >  58101 Len=145,0
2948,"2025-01-12 20:57:32,151344",192.168.1.21,142.250.82.212,UDP,229,58101  >  3478 Len=187,0
2949,"2025-01-12 20:57:32,154094",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36,0
2950,"2025-01-12 20:57:32,155102",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212,1
2951,"2025-01-12 20:57:32,155173",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212,1
2952,"2025-01-12 20:57:32,155184",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212,1
2953,"2025-01-12 20:57:32,155193",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212,1
2954,"2025-01-12 20:57:32,164314",142.250.82.212,192.168.1.21,UDP,171,3478  >  58101 Len=129,0
2955,"2025-01-12 20:57:32,166661",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2956,"2025-01-12 20:57:32,172897",192.168.1.21,142.250.82.212,UDP,231,58101  >  3478 Len=189,0
2957,"2025-01-12 20:57:32,172949",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2958,"2025-01-12 20:57:32,172949",142.250.82.208,192.168.1.21,RTCP,126,Application specific   subtype=13,0
2959,"2025-01-12 20:57:32,188903",142.250.82.212,192.168.1.21,UDP,176,3478  >  58101 Len=134,0
2960,"2025-01-12 20:57:32,192393",192.168.1.21,142.250.82.212,UDP,239,58101  >  3478 Len=197,0
2961,"2025-01-12 20:57:32,207193",142.250.82.212,192.168.1.21,UDP,159,3478  >  58101 Len=117,0
2962,"2025-01-12 20:57:32,212110",192.168.1.21,142.250.82.212,UDP,246,58101  >  3478 Len=204,0
2963,"2025-01-12 20:57:32,217221",192.168.1.21,142.250.82.208,UDP,859,55959  >  3478 Len=817,0
2964,"2025-01-12 20:57:32,217296",192.168.1.21,142.250.82.208,UDP,859,55959  >  3478 Len=817,0
2965,"2025-01-12 20:57:32,223366",142.250.82.212,192.168.1.21,UDP,170,3478  >  58101 Len=128,0
2966,"2025-01-12 20:57:32,223366",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2967,"2025-01-12 20:57:32,223366",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2968,"2025-01-12 20:57:32,231102",192.168.1.21,142.250.82.212,UDP,257,58101  >  3478 Len=215,0
2969,"2025-01-12 20:57:32,243370",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2970,"2025-01-12 20:57:32,246341",142.250.82.212,192.168.1.21,UDP,172,3478  >  58101 Len=130,0
2971,"2025-01-12 20:57:32,248971",192.168.1.21,142.250.82.208,UDP,776,55959  >  3478 Len=734,0
2972,"2025-01-12 20:57:32,249075",192.168.1.21,142.250.82.208,UDP,776,55959  >  3478 Len=734,0
2973,"2025-01-12 20:57:32,251222",192.168.1.21,142.250.82.212,UDP,256,58101  >  3478 Len=214,0
2974,"2025-01-12 20:57:32,268120",142.250.82.212,192.168.1.21,UDP,162,3478  >  58101 Len=120,0
2975,"2025-01-12 20:57:32,271659",192.168.1.21,142.250.82.212,UDP,249,58101  >  3478 Len=207,0
2976,"2025-01-12 20:57:32,274960",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
2977,"2025-01-12 20:57:32,274960",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2978,"2025-01-12 20:57:32,281918",192.168.1.21,142.250.82.208,UDP,1217,55959  >  3478 Len=1175,1
2979,"2025-01-12 20:57:32,282005",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176,1
2980,"2025-01-12 20:57:32,282028",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176,1
2981,"2025-01-12 20:57:32,282049",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176,1
2982,"2025-01-12 20:57:32,282070",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176,1
2983,"2025-01-12 20:57:32,282101",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176,1
2984,"2025-01-12 20:57:32,282118",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176,1
2985,"2025-01-12 20:57:32,282132",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176,1
2986,"2025-01-12 20:57:32,282294",142.250.82.212,192.168.1.21,UDP,159,3478  >  58101 Len=117,0
2987,"2025-01-12 20:57:32,291089",192.168.1.21,142.250.82.212,UDP,252,58101  >  3478 Len=210,0
2988,"2025-01-12 20:57:32,302922",142.250.82.212,192.168.1.21,UDP,158,3478  >  58101 Len=116,0
2989,"2025-01-12 20:57:32,306563",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
2990,"2025-01-12 20:57:32,311099",192.168.1.21,142.250.82.212,UDP,267,58101  >  3478 Len=225,0
2991,"2025-01-12 20:57:32,317359",192.168.1.21,142.250.82.208,UDP,932,55959  >  3478 Len=890,0
2992,"2025-01-12 20:57:32,317453",192.168.1.21,142.250.82.208,UDP,932,55959  >  3478 Len=890,0
2993,"2025-01-12 20:57:32,317465",192.168.1.21,142.250.82.208,UDP,932,55959  >  3478 Len=890,0
2994,"2025-01-12 20:57:32,322302",192.168.1.21,142.250.82.208,UDP,814,55959  >  3478 Len=772,0
2995,"2025-01-12 20:57:32,322393",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36,0
2996,"2025-01-12 20:57:32,322395",192.168.1.21,142.250.82.208,UDP,815,55959  >  3478 Len=773,0
2997,"2025-01-12 20:57:32,322847",192.168.1.21,142.250.82.208,UDP,1220,55959  >  3478 Len=1178,1
2998,"2025-01-12 20:57:32,323655",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13,0
2999,"2025-01-12 20:57:32,323655",142.250.82.212,192.168.1.21,UDP,160,3478  >  58101 Len=118,0
3000,"2025-01-12 20:57:32,323655",142.250.82.208,192.168.1.21,RTCP,114,Application specific   subtype=13,0
3001,"2025-01-12 20:57:32,331265",192.168.1.21,142.250.82.212,UDP,273,58101  >  3478 Len=231,0
3002,"2025-01-12 20:57:32,343437",142.250.82.212,192.168.1.21,UDP,165,3478  >  58101 Len=123,0
3003,"2025-01-12 20:57:32,349567",192.168.1.21,142.250.82.208,UDP,1028,55959  >  3478 Len=986,1
3004,"2025-01-12 20:57:32,349657",192.168.1.21,142.250.82.208,UDP,1029,55959  >  3478 Len=987,1
3005,"2025-01-12 20:57:32,349669",192.168.1.21,142.250.82.208,UDP,1029,55959  >  3478 Len=987,1
3006,"2025-01-12 20:57:32,350765",192.168.1.21,142.250.82.212,UDP,257,58101  >  3478 Len=215,0
3007,"2025-01-12 20:57:32,362574",142.250.82.212,192.168.1.21,UDP,167,3478  >  58101 Len=125,0
3008,"2025-01-12 20:57:32,369241",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
3009,"2025-01-12 20:57:32,371455",192.168.1.21,142.250.82.212,UDP,244,58101  >  3478 Len=202,0
3010,"2025-01-12 20:57:32,373394",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
3011,"2025-01-12 20:57:32,373394",142.250.82.208,192.168.1.21,RTCP,114,Application specific   subtype=13,0
3012,"2025-01-12 20:57:32,379075",142.250.82.212,192.168.1.21,UDP,168,3478  >  58101 Len=126,0
3013,"2025-01-12 20:57:32,382844",192.168.1.21,142.250.82.208,UDP,897,55959  >  3478 Len=855,0
3014,"2025-01-12 20:57:32,383258",142.250.82.212,192.168.1.21,UDP,172,3478  >  58101 Len=130,0
3015,"2025-01-12 20:57:32,390891",192.168.1.21,142.250.82.212,UDP,236,58101  >  3478 Len=194,0
3016,"2025-01-12 20:57:32,395218",142.250.82.212,192.168.1.21,UDP,87,3478  >  58101 Len=45,0
3017,"2025-01-12 20:57:32,401773",142.250.82.212,192.168.1.21,UDP,164,3478  >  58101 Len=122,0
3018,"2025-01-12 20:57:32,411548",192.168.1.21,142.250.82.212,UDP,233,58101  >  3478 Len=191,0
3019,"2025-01-12 20:57:32,421968",192.168.1.21,142.250.82.208,UDP,1221,55959  >  3478 Len=1179,1
3020,"2025-01-12 20:57:32,422366",192.168.1.21,142.250.82.208,UDP,1221,55959  >  3478 Len=1179,1
3021,"2025-01-12 20:57:32,422631",142.250.82.212,192.168.1.21,UDP,170,3478  >  58101 Len=128,0
3022,"2025-01-12 20:57:32,423135",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13,0
3023,"2025-01-12 20:57:32,424972",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13,0
3024,"2025-01-12 20:57:32,430939",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
3025,"2025-01-12 20:57:32,431322",192.168.1.21,142.250.82.212,UDP,236,58101  >  3478 Len=194,0
3026,"2025-01-12 20:57:32,443393",142.250.82.212,192.168.1.21,UDP,178,3478  >  58101 Len=136,0
3027,"2025-01-12 20:57:32,452735",192.168.1.21,142.250.82.212,UDP,236,58101  >  3478 Len=194,0
3028,"2025-01-12 20:57:32,453231",192.168.1.21,142.250.82.208,UDP,927,55959  >  3478 Len=885,0
3029,"2025-01-12 20:57:32,462565",142.250.82.212,192.168.1.21,UDP,171,3478  >  58101 Len=129,0
3030,"2025-01-12 20:57:32,471828",192.168.1.21,142.250.82.212,UDP,238,58101  >  3478 Len=196,0
3031,"2025-01-12 20:57:32,473382",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13,0
3032,"2025-01-12 20:57:32,473382",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13,0
3033,"2025-01-12 20:57:32,482748",142.250.82.212,192.168.1.21,UDP,167,3478  >  58101 Len=125,0
3034,"2025-01-12 20:57:32,487516",192.168.1.21,142.250.82.208,UDP,951,55959  >  3478 Len=909,0
3035,"2025-01-12 20:57:32,487607",192.168.1.21,142.250.82.208,UDP,952,55959  >  3478 Len=910,0
3036,"2025-01-12 20:57:32,491248",192.168.1.21,142.250.82.212,UDP,259,58101  >  3478 Len=217,0
3037,"2025-01-12 20:57:32,494028",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48,0
3038,"2025-01-12 20:57:32,503982",142.250.82.212,192.168.1.21,UDP,168,3478  >  58101 Len=126,0
